LHS	RHS	supp	conf
03-Vechicl.=2, 08-Husb.:West Europe	09-Wife:West Europe	22,56991	70,18634
03-Vechicl.=2, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	23,70173	73,70600
03-Vechicl.=2, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	23,96804	74,53416
03-Vechicl.=2, 09-Wife:West Europe	08-Husb.:West Europe	22,56991	76,00897
03-Vechicl.=2, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	21,97071	73,99103
03-Vechicl.=2, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	21,50466	72,42152
03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	40,14647	78,82353
03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	40,14647	81,70732
03-Vechicl.=2, 02-Apart.	01-H. not owned	16,64447	87,10801
03-Vechicl.=2, 02-Apart.	10-Husb.work.class=PrivateWorker	15,44607	80,83624
03-Vechicl.=2, 02-Apart.	11-Wife.work.class=PrivateWorker	14,91345	78,04878
03-Vechicl.=2, 02-Apart.	NO	14,38083	75,26132
03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	30,89214	77,85235
03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	30,15979	76,00671
07-Wife:associate, 06-Husb.:associate	03-Vechicl.=2	15,51265	72,36025
07-Wife:associate, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	17,24368	80,43478
07-Wife:associate, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	15,91212	74,22360
07-Wife:associate, 08-Husb.:West Europe	03-Vechicl.=2	14,58056	73,73737
07-Wife:associate, 08-Husb.:West Europe	09-Wife:West Europe	14,71372	74,41077
07-Wife:associate, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	14,71372	74,41077
07-Wife:associate, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	14,64714	74,07407
07-Wife:associate, 09-Wife:West Europe	02-Det. house	13,78162	70,16949
07-Wife:associate, 09-Wife:West Europe	03-Vechicl.=2	14,51398	73,89831
07-Wife:associate, 09-Wife:West Europe	08-Husb.:West Europe	14,71372	74,91525
07-Wife:associate, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	14,58056	74,23729
07-Wife:associate, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	14,18109	72,20339
07-Wife:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	21,50466	70,98901
07-Wife:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	23,56858	77,80220
07-Wife:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	23,56858	83,29412
07-Wife:associate, NO	10-Husb.work.class=PrivateWorker	19,70706	80,00000
07-Wife:associate, NO	11-Wife.work.class=PrivateWorker	18,50866	75,13514
12-Husb.Income=05, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	15,37949	72,41379
12-Husb.Income=05, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	16,44474	77,42947
12-Husb.Income=05, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	14,91345	72,96417
12-Husb.Income=05, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	16,44474	80,45603
12-Husb.Income=05, NO	10-Husb.work.class=PrivateWorker	13,64847	77,65152
YES, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	21,57124	73,80410
YES, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	18,97470	72,15190
YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	21,57124	82,02532
01-H. not owned, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	13,84820	75,63636
01-H. not owned, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	14,04794	76,72727
01-H. not owned, 08-Husb.:West Europe	NO	13,64847	74,54545
01-H. not owned, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	28,36218	76,89531
01-H. not owned, 10-Husb.work.class=PrivateWorker	NO	26,16511	70,93863
01-H. not owned, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	28,36218	84,18972
01-H. not owned, 11-Wife.work.class=PrivateWorker	NO	25,09987	74,50593
01-H. not owned, 02-Apart.	10-Husb.work.class=PrivateWorker	25,43276	83,04348
01-H. not owned, 02-Apart.	11-Wife.work.class=PrivateWorker	22,70306	74,13043
01-H. not owned, 02-Apart.	NO	22,63648	73,91304
01-H. not owned, NO	10-Husb.work.class=PrivateWorker	26,16511	80,86420
01-H. not owned, NO	11-Wife.work.class=PrivateWorker	25,09987	77,57202
06-Husb.:associate, 08-Husb.:West Europe	03-Vechicl.=2	14,98003	74,50331
06-Husb.:associate, 08-Husb.:West Europe	09-Wife:West Europe	14,98003	74,50331
06-Husb.:associate, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	15,31292	76,15894
06-Husb.:associate, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	14,91345	74,17219
06-Husb.:associate, 09-Wife:West Europe	03-Vechicl.=2	13,58189	73,38129
06-Husb.:associate, 09-Wife:West Europe	08-Husb.:West Europe	14,98003	80,93525
06-Husb.:associate, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	14,38083	77,69784
06-Husb.:associate, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	13,71505	74,10072
06-Husb.:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	21,43808	71,08168
06-Husb.:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	24,03462	79,69095
06-Husb.:associate, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	20,70573	73,00469
06-Husb.:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	24,03462	84,74178
06-Husb.:associate, NO	10-Husb.work.class=PrivateWorker	19,84021	81,64384
06-Husb.:associate, NO	11-Wife.work.class=PrivateWorker	18,37550	75,61644
08-Husb.:West Europe, 09-Wife:West Europe	03-Vechicl.=2	22,56991	71,06918
08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	23,03595	72,53669
08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	23,10253	72,74633
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	23,70173	70,91633
08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	26,96405	80,67729
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	23,96804	70,86614
08-Husb.:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	26,96405	79,72441
08-Husb.:West Europe, NO	10-Husb.work.class=PrivateWorker	22,03728	76,44342
08-Husb.:West Europe, NO	11-Wife.work.class=PrivateWorker	22,17044	76,90531
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	21,97071	71,42857
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	08-Husb.:West Europe	23,03595	74,89177
09-Wife:West Europe, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	23,76831	77,27273
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	21,50466	70,98901
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	08-Husb.:West Europe	23,10253	76,26374
09-Wife:West Europe, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	23,76831	78,46154
09-Wife:West Europe, NO	08-Husb.:West Europe	19,97337	76,14213
09-Wife:West Europe, NO	10-Husb.work.class=PrivateWorker	19,84021	75,63452
09-Wife:West Europe, NO	11-Wife.work.class=PrivateWorker	19,70706	75,12690
10-Husb.work.class=PrivateWorker, 12-Husb.Income=04	11-Wife.work.class=PrivateWorker	15,71238	77,88779
10-Husb.work.class=PrivateWorker, 02-Apart.	01-H. not owned	25,43276	91,16945
10-Husb.work.class=PrivateWorker, 02-Apart.	11-Wife.work.class=PrivateWorker	21,43808	76,84964
10-Husb.work.class=PrivateWorker, 02-Apart.	NO	20,70573	74,22434
10-Husb.work.class=PrivateWorker, 08-Husb.:other Asia	09-Wife:other Asia	14,51398	87,55020
10-Husb.work.class=PrivateWorker, 09-Wife:other Asia	11-Wife.work.class=PrivateWorker	13,31558	76,92308
10-Husb.work.class=PrivateWorker, 09-Wife:other Asia	08-Husb.:other Asia	14,51398	83,84615
10-Husb.work.class=PrivateWorker, NO	11-Wife.work.class=PrivateWorker	39,01465	79,83651
11-Wife.work.class=PrivateWorker, 12-Husb.Income=04	10-Husb.work.class=PrivateWorker	15,71238	83,09859
11-Wife.work.class=PrivateWorker, 02-Apart.	01-H. not owned	22,70306	91,66667
11-Wife.work.class=PrivateWorker, 02-Apart.	10-Husb.work.class=PrivateWorker	21,43808	86,55914
11-Wife.work.class=PrivateWorker, 02-Apart.	NO	19,17443	77,41935
11-Wife.work.class=PrivateWorker, 09-Wife:other Asia	10-Husb.work.class=PrivateWorker	13,31558	85,47009
11-Wife.work.class=PrivateWorker, NO	10-Husb.work.class=PrivateWorker	39,01465	83,59486
02-Apart., NO	01-H. not owned	22,63648	91,64420
02-Apart., NO	10-Husb.work.class=PrivateWorker	20,70573	83,82749
02-Apart., NO	11-Wife.work.class=PrivateWorker	19,17443	77,62803
08-Husb.:other Asia, 09-Wife:other Asia	10-Husb.work.class=PrivateWorker	14,51398	83,84615
01-H. owned, 02-Det. house, 03-Vechicl.=2	10-Husb.work.class=PrivateWorker	25,56591	76,19048
01-H. owned, 02-Det. house, 03-Vechicl.=2	11-Wife.work.class=PrivateWorker	24,43409	72,81746
01-H. owned, 02-Det. house, 07-Wife:associate	03-Vechicl.=2	15,51265	75,40453
01-H. owned, 02-Det. house, 07-Wife:associate	10-Husb.work.class=PrivateWorker	15,51265	75,40453
01-H. owned, 02-Det. house, YES	03-Vechicl.=2	16,37816	74,54545
01-H. owned, 02-Det. house, YES	10-Husb.work.class=PrivateWorker	16,31158	74,24242
01-H. owned, 02-Det. house, YES	11-Wife.work.class=PrivateWorker	15,64581	71,21212
01-H. owned, 02-Det. house, 06-Husb.:associate	03-Vechicl.=2	15,04660	76,87075
01-H. owned, 02-Det. house, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	14,98003	76,53061
01-H. owned, 02-Det. house, 06-Husb.:associate	11-Wife.work.class=PrivateWorker	14,64714	74,82993
01-H. owned, 02-Det. house, 08-Husb.:West Europe	03-Vechicl.=2	17,11052	71,58774
01-H. owned, 02-Det. house, 08-Husb.:West Europe	09-Wife:West Europe	16,97736	71,03064
01-H. owned, 02-Det. house, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	17,37683	72,70195
01-H. owned, 02-Det. house, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	17,77630	74,37326
01-H. owned, 02-Det. house, 09-Wife:West Europe	03-Vechicl.=2	15,84554	72,56098
01-H. owned, 02-Det. house, 09-Wife:West Europe	08-Husb.:West Europe	16,97736	77,74390
01-H. owned, 02-Det. house, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	16,37816	75,00000
01-H. owned, 02-Det. house, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	15,57923	71,34146
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	25,56591	72,58979
01-H. owned, 02-Det. house, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	27,49667	78,07183
01-H. owned, 02-Det. house, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	24,43409	72,67327
01-H. owned, 02-Det. house, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	27,49667	81,78218
01-H. owned, 02-Det. house, NO	03-Vechicl.=2	17,17710	71,07438
01-H. owned, 02-Det. house, NO	10-Husb.work.class=PrivateWorker	18,90812	78,23691
01-H. owned, 02-Det. house, NO	11-Wife.work.class=PrivateWorker	17,97603	74,38017
01-H. owned, 03-Vechicl.=2, 07-Wife:associate	02-Det. house	15,51265	87,26592
01-H. owned, 03-Vechicl.=2, 07-Wife:associate	10-Husb.work.class=PrivateWorker	13,58189	76,40449
01-H. owned, 03-Vechicl.=2, YES	02-Det. house	16,37816	86,01399
01-H. owned, 03-Vechicl.=2, YES	10-Husb.work.class=PrivateWorker	14,18109	74,47552
01-H. owned, 03-Vechicl.=2, YES	11-Wife.work.class=PrivateWorker	13,51531	70,97902
01-H. owned, 03-Vechicl.=2, 06-Husb.:associate	02-Det. house	15,04660	84,32836
01-H. owned, 03-Vechicl.=2, 06-Husb.:associate	10-Husb.work.class=PrivateWorker	13,44874	75,37313
01-H. owned, 03-Vechicl.=2, 08-Husb.:West Europe	02-Det. house	17,11052	88,31615
01-H. owned, 03-Vechicl.=2, 08-Husb.:West Europe	09-Wife:West Europe	13,84820	71,47766
01-H. owned, 03-Vechicl.=2, 08-Husb.:West Europe	10-Husb.work.class=PrivateWorker	14,11451	72,85223
01-H. owned, 03-Vechicl.=2, 08-Husb.:West Europe	11-Wife.work.class=PrivateWorker	14,04794	72,50859
01-H. owned, 03-Vechicl.=2, 09-Wife:West Europe	02-Det. house	15,84554	86,86131
01-H. owned, 03-Vechicl.=2, 09-Wife:West Europe	08-Husb.:West Europe	13,84820	75,91241
01-H. owned, 03-Vechicl.=2, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	13,78162	75,54745
01-H. owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	02-Det. house	25,56591	85,52339
01-H. owned, 03-Vechicl.=2, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	23,36884	78,17372
01-H. owned, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	02-Det. house	24,43409	85,54779
01-H. owned, 03-Vechicl.=2, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	23,36884	81,81818
01-H. owned, 03-Vechicl.=2, NO	02-Det. house	17,17710	83,76623
01-H. owned, 03-Vechicl.=2, NO	10-Husb.work.class=PrivateWorker	15,71238	76,62338
01-H. owned, 03-Vechicl.=2, NO	11-Wife.work.class=PrivateWorker	15,04660	73,37662
01-H. owned, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	02-Det. house	15,51265	86,61710
01-H. owned, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,58189	75,83643
01-H. owned, 07-Wife:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	13,84820	77,32342
01-H. owned, 07-Wife:associate, 11-Wife.work.class=PrivateWorker	02-Det. house	14,24767	85,60000
01-H. owned, 07-Wife:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	13,84820	83,20000
01-H. owned, YES, 10-Husb.work.class=PrivateWorker	02-Det. house	16,31158	88,12950
01-H. owned, YES, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	14,18109	76,61871
01-H. owned, YES, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,58056	78,77698
01-H. owned, YES, 11-Wife.work.class=PrivateWorker	02-Det. house	15,64581	88,34586
01-H. owned, YES, 11-Wife.work.class=PrivateWorker	03-Vechicl.=2	13,51531	76,31579
01-H. owned, YES, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,58056	82,33083
01-H. owned, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	02-Det. house	14,98003	83,95522
01-H. owned, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	03-Vechicl.=2	13,44874	75,37313
01-H. owned, 06-Husb.:associate, 10-Husb.work.class=PrivateWorker	11-Wife.work.class=PrivateWorker	14,24767	79,85075
01-H. owned, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	02-Det. house	14,64714	85,60311
01-H. owned, 06-Husb.:associate, 11-Wife.work.class=PrivateWorker	10-Husb.work.class=PrivateWorker	14,24767	83,26848
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	02-Det. house	16,97736	88,54167
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	03-Vechicl.=2	13,84820	72,22222
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	10-Husb.work.class=PrivateWorker	13,91478	72,56944
01-H. owned, 08-Husb.:West Europe, 09-Wife:West Europe	11-Wife.work.class=PrivateWorker	13,64847	71,18056
01-H. owned, 08-Husb.:West Europe, 10-Husb.work.class=PrivateWorker	02-Det. house	17,37683	88,77551
