LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
01-H. owned,03-Vechicl.=2,10-Husb.work.class=SelfEmployed	NO	21	13	0.009980988593155894	0.006178707224334601	0.6190476190476191	3
01-H. not owned,03-Vechicl.=2,10-Husb.work.class=SelfEmployed	NO	35	22	0.016634980988593156	0.010456273764258554	0.6285714285714286	3
01-H. not owned,03-Vechicl.=1,10-Husb.work.class=SelfEmployed	YES	23	15	0.010931558935361217	0.007129277566539924	0.6521739130434783	1,2

01-H. owned,03-Vechicl.=2,12-Husb.Income=04	NO	155	99	0.07366920152091255	0.0470532319391635	0.6387096774193548	6,10
01-H. not owned,03-Vechicl.=2,12-Husb.Income=07	NO	14	11	0.006653992395437262	0.005228136882129277	0.7857142857142857	6,10
01-H. not owned,03-Vechicl.=2,12-Husb.Income=05	NO	141	104	0.06701520912547529	0.049429657794676805	0.7375886524822695	6,10
01-H. not owned,03-Vechicl.=2,12-Husb.Income=06	NO	33	23	0.01568441064638783	0.010931558935361217	0.696969696969697	6,10
01-H. owned,03-Vechicl.=2,12-Husb.Income=03	NO	36	23	0.017110266159695818	0.010931558935361217	0.6388888888888888	6,10
01-H. owned,03-Vechicl.>=4,12-Husb.Income=04	YES	20	12	0.009505703422053232	0.005703422053231939	0.6	1,2,3,4,5,7,8,9,11
01-H. owned,03-Vechicl.=2,12-Husb.Income=06	NO	34	26	0.016159695817490494	0.012357414448669201	0.7647058823529411	6,10
01-H. not owned,03-Vechicl.=1,12-Husb.Income=06	NO	28	23	0.013307984790874524	0.010931558935361217	0.8214285714285714	6,10
01-H. not owned,03-Vechicl.=2,12-Husb.Income=03	NO	155	100	0.07366920152091255	0.04752851711026616	0.6451612903225806	6,10
01-H. not owned,03-Vechicl.=1,12-Husb.Income=03	YES	171	105	0.08127376425855513	0.04990494296577947	0.6140350877192983	1,2,3,4,5,7,8,9,11
01-H. owned,03-Vechicl.=3,12-Husb.Income=05	NO	25	16	0.01188212927756654	0.0076045627376425855	0.64	6,10

01-H. owned,07-Wife:school,09-Wife:Other American	NO	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	2
01-H. not owned,07-Wife:school,09-Wife:Other American	YES	33	20	0.01568441064638783	0.009505703422053232	0.6060606060606061	1

01-H. not owned,09-Wife:Latino,12-Husb.Income=04	NO	32	21	0.015209125475285171	0.009980988593155894	0.65625	2,4,5,6,7
01-H. not owned,09-Wife:Mexico,12-Husb.Income=04	YES	194	117	0.09220532319391635	0.0556083650190114	0.6030927835051546	1,3
01-H. not owned,09-Wife:Mexico,12-Husb.Income=05	NO	41	27	0.019486692015209126	0.012832699619771864	0.6585365853658537	2,4,5,6,7
01-H. not owned,09-Wife:Mexico,12-Husb.Income=02	YES	79	48	0.03754752851711027	0.022813688212927757	0.6075949367088608	1,3
01-H. owned,09-Wife:Mexico,12-Husb.Income=05	YES	24	16	0.011406844106463879	0.0076045627376425855	0.6666666666666666	1,3
01-H. not owned,09-Wife:Mexico,12-Husb.Income=03	YES	200	120	0.09505703422053231	0.057034220532319393	0.6	1,3
01-H. not owned,09-Wife:Latino,12-Husb.Income=03	YES	22	17	0.010456273764258554	0.008079847908745247	0.7727272727272727	1,3

01-H. not owned,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	14	12	0.006653992395437262	0.005703422053231939	0.8571428571428571	2,3,4
01-H. not owned,11-Wife.work.class=NoWork,12-Husb.Income=02	YES	37	23	0.01758555133079848	0.010931558935361217	0.6216216216216216	1,5
01-H. not owned,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	59	40	0.028041825095057035	0.019011406844106463	0.6779661016949152	1,5
01-H. not owned,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	59	43	0.028041825095057035	0.02043726235741445	0.7288135593220338	1,5
01-H. not owned,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	29	18	0.013783269961977186	0.008555133079847909	0.6206896551724138	2,3,4

02-Att. house,03-Vechicl.=2,06-Husb.:school	NO	20	12	0.009505703422053232	0.005703422053231939	0.6	2
02-Det. house,03-Vechicl.=1,06-Husb.:school	YES	38	24	0.01806083650190114	0.011406844106463879	0.631578947368421	1

02-Det. house,03-Vechicl.=1,07-Wife:no college	YES	34	24	0.016159695817490494	0.011406844106463879	0.7058823529411765	2,3
02-Apart.,03-Vechicl.=0,07-Wife:no college	NO	22	14	0.010456273764258554	0.006653992395437262	0.6363636363636364	1
02-Att. house,03-Vechicl.=2,07-Wife:no college	NO	52	36	0.024714828897338403	0.017110266159695818	0.6923076923076923	1

02-Apart.,03-Vechicl.=3,11-Wife.work.class=PrivateWorker	NO	34	21	0.016159695817490494	0.009980988593155894	0.6176470588235294	3,4,5,6
02-Att. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker	NO	95	62	0.04515209125475285	0.029467680608365018	0.6526315789473685	3,4,5,6
02-No stat. home,03-Vechicl.=1,11-Wife.work.class=PrivateWorker	YES	16	11	0.0076045627376425855	0.005228136882129277	0.6875	1,2,7
02-Att. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker	YES	45	30	0.02138783269961977	0.014258555133079848	0.6666666666666666	1,2,7
02-Det. house,03-Vechicl.=0,11-Wife.work.class=PrivateWorker	YES	15	10	0.007129277566539924	0.004752851711026616	0.6666666666666666	1,2,7
02-Det. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker	YES	85	51	0.040399239543726234	0.02423954372623574	0.6	1,2,7
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker	NO	435	297	0.2067490494296578	0.1411596958174905	0.6827586206896552	3,4,5,6

02-Att. house,03-Vechicl.=2,08-Husb.:West Europe	NO	59	37	0.028041825095057035	0.01758555133079848	0.6271186440677966	5,8
02-Apart.,03-Vechicl.=3,08-Husb.:West Europe	NO	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	5,8
02-Det. house,03-Vechicl.=3,08-Husb.:West Europe	NO	56	45	0.026615969581749048	0.02138783269961977	0.8035714285714286	5,8
02-Det. house,03-Vechicl.=2,08-Husb.:West Europe	NO	210	130	0.09980988593155894	0.06178707224334601	0.6190476190476191	5,8
02-Apart.,03-Vechicl.=1,08-Husb.:Latino	YES	23	16	0.010931558935361217	0.0076045627376425855	0.6956521739130435	1,2,3,4,6,7,9,10
02-Det. house,03-Vechicl.=2,08-Husb.:Latino	NO	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	5,8
02-No stat. home,03-Vechicl.=2,08-Husb.:West Europe	NO	16	10	0.0076045627376425855	0.004752851711026616	0.625	5,8
02-Det. house,03-Vechicl.=1,08-Husb.:West Europe	YES	30	23	0.014258555133079848	0.010931558935361217	0.7666666666666667	1,2,3,4,6,7,9,10
02-Apart.,03-Vechicl.=1,08-Husb.:West Europe	NO	87	58	0.04134980988593156	0.027566539923954372	0.6666666666666666	5,8
02-Apart.,03-Vechicl.=2,08-Husb.:West Europe	NO	242	191	0.1150190114068441	0.09077946768060836	0.7892561983471075	5,8

02-Det. house,03-Vechicl.=1,09-Wife:Other American	YES	14	11	0.006653992395437262	0.005228136882129277	0.7857142857142857	2,3
02-Att. house,03-Vechicl.=2,09-Wife:Other American	NO	12	11	0.005703422053231939	0.005228136882129277	0.9166666666666666	1
02-Apart.,03-Vechicl.=2,09-Wife:Other American	NO	58	39	0.027566539923954372	0.0185361216730038	0.6724137931034483	1

02-Att. house,03-Vechicl.=3,10-Husb.work.class=PrivateWorker	NO	15	12	0.007129277566539924	0.005703422053231939	0.8	3,5,6,7
02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker	NO	445	307	0.2115019011406844	0.14591254752851712	0.6898876404494382	3,5,6,7
02-No stat. home,03-Vechicl.=1,10-Husb.work.class=PrivateWorker	YES	20	13	0.009505703422053232	0.006178707224334601	0.65	1,2,4
02-Apart.,03-Vechicl.=3,10-Husb.work.class=PrivateWorker	NO	34	22	0.016159695817490494	0.010456273764258554	0.6470588235294118	3,5,6,7
02-Det. house,03-Vechicl.=0,10-Husb.work.class=PrivateWorker	YES	16	10	0.0076045627376425855	0.004752851711026616	0.625	1,2,4
02-Att. house,03-Vechicl.=1,10-Husb.work.class=PrivateWorker	YES	39	25	0.0185361216730038	0.01188212927756654	0.6410256410256411	1,2,4
02-Det. house,03-Vechicl.=1,10-Husb.work.class=PrivateWorker	YES	92	58	0.043726235741444866	0.027566539923954372	0.6304347826086957	1,2,4

02-Det. house,03-Vechicl.=1,12-Husb.Income=02	YES	20	14	0.009505703422053232	0.006653992395437262	0.7	2,3,5,7,8,11,12,13,14,15,16
02-Det. house,03-Vechicl.=2,12-Husb.Income=03	NO	59	36	0.028041825095057035	0.017110266159695818	0.6101694915254238	1,4,6,9,10,17
02-Att. house,03-Vechicl.=2,12-Husb.Income=04	NO	50	34	0.02376425855513308	0.016159695817490494	0.68	1,4,6,9,10,17
02-Det. house,03-Vechicl.=1,12-Husb.Income=03	YES	31	21	0.014733840304182509	0.009980988593155894	0.6774193548387096	2,3,5,7,8,11,12,13,14,15,16
02-Apart.,03-Vechicl.=2,12-Husb.Income=02	NO	48	34	0.022813688212927757	0.016159695817490494	0.7083333333333334	1,4,6,9,10,17
02-Att. house,03-Vechicl.=1,12-Husb.Income=03	YES	26	17	0.012357414448669201	0.008079847908745247	0.6538461538461539	2,3,5,7,8,11,12,13,14,15,16
02-Apart.,03-Vechicl.=2,12-Husb.Income=03	NO	103	71	0.04895437262357415	0.03374524714828897	0.6893203883495146	1,4,6,9,10,17
02-Det. house,03-Vechicl.=2,12-Husb.Income=06	NO	24	16	0.011406844106463879	0.0076045627376425855	0.6666666666666666	1,4,6,9,10,17
02-Att. house,03-Vechicl.=1,12-Husb.Income=04	YES	21	14	0.009980988593155894	0.006653992395437262	0.6666666666666666	2,3,5,7,8,11,12,13,14,15,16
02-Det. house,03-Vechicl.>=4,12-Husb.Income=04	YES	21	13	0.009980988593155894	0.006178707224334601	0.6190476190476191	2,3,5,7,8,11,12,13,14,15,16
02-Det. house,03-Vechicl.=3,12-Husb.Income=05	NO	29	18	0.013783269961977186	0.008555133079847909	0.6206896551724138	1,4,6,9,10,17
02-Att. house,03-Vechicl.=2,12-Husb.Income=03	NO	19	13	0.00903041825095057	0.006178707224334601	0.6842105263157895	1,4,6,9,10,17
02-Apart.,03-Vechicl.=1,12-Husb.Income=06	NO	28	25	0.013307984790874524	0.01188212927756654	0.8928571428571429	1,4,6,9,10,17
02-Apart.,03-Vechicl.=2,12-Husb.Income=04	NO	260	163	0.12357414448669202	0.07747148288973384	0.6269230769230769	1,4,6,9,10,17
02-Att. house,03-Vechicl.=2,12-Husb.Income=05	NO	25	15	0.01188212927756654	0.007129277566539924	0.6	1,4,6,9,10,17
02-Apart.,03-Vechicl.=1,12-Husb.Income=05	NO	48	29	0.022813688212927757	0.013783269961977186	0.6041666666666666	1,4,6,9,10,17
02-Det. house,03-Vechicl.=1,12-Husb.Income=04	YES	45	28	0.02138783269961977	0.013307984790874524	0.6222222222222222	2,3,5,7,8,11,12,13,14,15,16

02-Det. house,06-Husb.:school,12-Husb.Income=04	YES	91	55	0.04325095057034221	0.02614068441064639	0.6043956043956044	2
02-Apart.,06-Husb.:school,12-Husb.Income=05	NO	25	15	0.01188212927756654	0.007129277566539924	0.6	1

02-Det. house,07-Wife:college,09-Wife:Mexico	YES	17	11	0.008079847908745247	0.005228136882129277	0.6470588235294118	2
02-Apart.,07-Wife:college,09-Wife:Mexico	NO	22	15	0.010456273764258554	0.007129277566539924	0.6818181818181818	1

02-No stat. home,07-Wife:school,10-Husb.work.class=PrivateWorker	NO	21	13	0.009980988593155894	0.006178707224334601	0.6190476190476191	2
02-Att. house,07-Wife:school,10-Husb.work.class=PrivateWorker	YES	21	15	0.009980988593155894	0.007129277566539924	0.7142857142857143	1

02-Att. house,07-Wife:school,11-Wife.work.class=PrivateWorker	YES	20	13	0.009505703422053232	0.006178707224334601	0.65	2
02-No stat. home,07-Wife:school,11-Wife.work.class=PrivateWorker	NO	18	11	0.008555133079847909	0.005228136882129277	0.6111111111111112	1

02-Apart.,07-Wife:no college,12-Husb.Income=02	NO	27	19	0.012832699619771864	0.00903041825095057	0.7037037037037037	2,5,6,7
02-Det. house,07-Wife:school,12-Husb.Income=03	YES	30	18	0.014258555133079848	0.008555133079847909	0.6	1,3,4
02-Apart.,07-Wife:no college,12-Husb.Income=05	NO	54	33	0.025665399239543727	0.01568441064638783	0.6111111111111112	2,5,6,7
02-Apart.,07-Wife:school,12-Husb.Income=05	NO	22	14	0.010456273764258554	0.006653992395437262	0.6363636363636364	2,5,6,7
02-Det. house,07-Wife:no college,12-Husb.Income=06	YES	15	10	0.007129277566539924	0.004752851711026616	0.6666666666666666	1,3,4
02-Apart.,07-Wife:school,12-Husb.Income=02	YES	15	10	0.007129277566539924	0.004752851711026616	0.6666666666666666	1,3,4
02-Det. house,07-Wife:school,12-Husb.Income=05	YES	31	19	0.014733840304182509	0.00903041825095057	0.6129032258064516	1,3,4

02-Det. house,08-Husb.:Other American,12-Husb.Income=03	NO	16	10	0.0076045627376425855	0.004752851711026616	0.625	2
02-Det. house,08-Husb.:Other American,12-Husb.Income=04	YES	32	22	0.015209125475285171	0.010456273764258554	0.6875	1,3,4
02-Apart.,08-Husb.:Other American,12-Husb.Income=04	NO	39	26	0.0185361216730038	0.012357414448669201	0.6666666666666666	2
02-Apart.,08-Husb.:Other American,12-Husb.Income=03	NO	16	12	0.0076045627376425855	0.005703422053231939	0.75	2

02-Det. house,09-Wife:Mexico,12-Husb.Income=02	YES	27	18	0.012832699619771864	0.008555133079847909	0.6666666666666666	5,6
02-No stat. home,09-Wife:Mexico,12-Husb.Income=03	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	5,6
02-Apart.,09-Wife:Mexico,12-Husb.Income=04	YES	140	87	0.06653992395437262	0.04134980988593156	0.6214285714285714	5,6
02-Det. house,09-Wife:Mexico,12-Husb.Income=03	YES	52	32	0.024714828897338403	0.015209125475285171	0.6153846153846154	5,6
02-Apart.,09-Wife:Latino,12-Husb.Income=04	NO	25	15	0.01188212927756654	0.007129277566539924	0.6	1,2,3,4,7
02-Apart.,09-Wife:Mexico,12-Husb.Income=05	NO	26	18	0.012357414448669201	0.008555133079847909	0.6923076923076923	1,2,3,4,7
02-Apart.,09-Wife:Latino,12-Husb.Income=03	YES	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	5,6

02-Apart.,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	133	101	0.06321292775665399	0.04800380228136882	0.7593984962406015	2
02-No stat. home,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	25	15	0.01188212927756654	0.007129277566539924	0.6	1,3,4,5,6
02-Det. house,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	28	17	0.013307984790874524	0.008079847908745247	0.6071428571428571	2
02-Apart.,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	54	46	0.025665399239543727	0.021863117870722433	0.8518518518518519	2
02-Att. house,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	NO	64	39	0.030418250950570342	0.0185361216730038	0.609375	2
02-Apart.,10-Husb.work.class=PrivateWorker,12-Husb.Income=07	NO	23	17	0.010931558935361217	0.008079847908745247	0.7391304347826086	2

02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	36	25	0.017110266159695818	0.01188212927756654	0.6944444444444444	5,6
02-Det. house,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	18	13	0.008555133079847909	0.006178707224334601	0.7222222222222222	5,6
02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	43	30	0.02043726235741445	0.014258555133079848	0.6976744186046512	5,6
02-Det. house,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	16	10	0.0076045627376425855	0.004752851711026616	0.625	5,6
02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	15	13	0.007129277566539924	0.006178707224334601	0.8666666666666667	1,2,3,4
02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	19	13	0.00903041825095057	0.006178707224334601	0.6842105263157895	1,2,3,4

03-Vechicl.=3,06-Husb.:no college,09-Wife:Other American	YES	17	11	0.008079847908745247	0.005228136882129277	0.6470588235294118	2
03-Vechicl.=2,06-Husb.:no college,09-Wife:Other American	NO	41	25	0.019486692015209126	0.01188212927756654	0.6097560975609756	1

03-Vechicl.=1,06-Husb.:school,12-Husb.Income=03	YES	39	24	0.0185361216730038	0.011406844106463879	0.6153846153846154	2,4,5,7,9,10,11
03-Vechicl.=2,06-Husb.:school,12-Husb.Income=03	NO	34	23	0.016159695817490494	0.010931558935361217	0.6764705882352942	1,3,6,8
03-Vechicl.=1,06-Husb.:school,12-Husb.Income=04	YES	70	42	0.03326996197718631	0.019961977186311788	0.6	2,4,5,7,9,10,11
03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=02	NO	19	14	0.00903041825095057	0.006653992395437262	0.7368421052631579	1,3,6,8
03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=04	NO	185	118	0.0879277566539924	0.05608365019011407	0.6378378378378379	1,3,6,8
03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=06	YES	21	13	0.009980988593155894	0.006178707224334601	0.6190476190476191	2,4,5,7,9,10,11
03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=03	NO	60	39	0.028517110266159697	0.0185361216730038	0.65	1,3,6,8
03-Vechicl.=3,06-Husb.:no college,12-Husb.Income=04	YES	40	24	0.019011406844106463	0.011406844106463879	0.6	2,4,5,7,9,10,11
03-Vechicl.=2,06-Husb.:school,12-Husb.Income=05	NO	44	27	0.02091254752851711	0.012832699619771864	0.6136363636363636	1,3,6,8
03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=05	NO	70	44	0.03326996197718631	0.02091254752851711	0.6285714285714286	1,3,6,8
03-Vechicl.=1,06-Husb.:no college,12-Husb.Income=02	NO	17	11	0.008079847908745247	0.005228136882129277	0.6470588235294118	1,3,6,8

03-Vechicl.=3,07-Wife:school,08-Husb.:West Europe	NO	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	2
03-Vechicl.=1,07-Wife:school,08-Husb.:West Europe	YES	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	1

03-Vechicl.=1,07-Wife:no college,12-Husb.Income=02	NO	20	12	0.009505703422053232	0.005703422053231939	0.6	2
03-Vechicl.=3,07-Wife:no college,12-Husb.Income=04	YES	38	23	0.01806083650190114	0.010931558935361217	0.6052631578947368	1

03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=GovernmWorker	NO	98	68	0.04657794676806084	0.03231939163498099	0.6938775510204082	2,3
03-Vechicl.=1,08-Husb.:West Europe,10-Husb.work.class=GovernmWorker	YES	31	20	0.014733840304182509	0.009505703422053232	0.6451612903225806	1,4
03-Vechicl.=1,08-Husb.:Latino,10-Husb.work.class=PrivateWorker	YES	25	18	0.01188212927756654	0.008555133079847909	0.72	1,4
03-Vechicl.=2,08-Husb.:Latino,10-Husb.work.class=PrivateWorker	NO	39	24	0.0185361216730038	0.011406844106463879	0.6153846153846154	2,3

03-Vechicl.=1,08-Husb.:Latino,11-Wife.work.class=PrivateWorker	YES	18	12	0.008555133079847909	0.005703422053231939	0.6666666666666666	3,4
03-Vechicl.=1,08-Husb.:Mexico,11-Wife.work.class=GovernmWorker	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	3,4
