LHS	RHS	LHS_supp_count	RULE_supp_count	LHS_supp	RULE_supp	RULE_conf	links
01-H. not owned,02-Apart.,07-Wife:no college,12-Husb.Income=02	NO	27	19	0.012832699619771864	0.00903041825095057	0.7037037037037037	2
01-H. not owned,02-Det. house,07-Wife:no college,12-Husb.Income=04	YES	40	29	0.019011406844106463	0.013783269961977186	0.725	1

01-H. not owned,02-Apart.,08-Husb.:West Europe,09-Wife:Other American	NO	21	15	0.009980988593155894	0.007129277566539924	0.7142857142857143	2
01-H. not owned,02-Det. house,08-Husb.:West Europe,09-Wife:Other American	YES	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	1,3
01-H. owned,02-Det. house,08-Husb.:West Europe,09-Wife:Other American	NO	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	2

01-H. not owned,02-Det. house,08-Husb.:Other American,12-Husb.Income=04	YES	17	13	0.008079847908745247	0.006178707224334601	0.7647058823529411	2
01-H. not owned,02-Apart.,08-Husb.:Other American,12-Husb.Income=03	NO	16	12	0.0076045627376425855	0.005703422053231939	0.75	1

01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	35	25	0.016634980988593156	0.01188212927756654	0.7142857142857143	2
01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	1,3
01-H. not owned,02-Apart.,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	42	30	0.019961977186311788	0.014258555133079848	0.7142857142857143	2

01-H. not owned,03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=02	NO	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	2
01-H. not owned,03-Vechicl.=3,06-Husb.:no college,12-Husb.Income=04	YES	18	13	0.008555133079847909	0.006178707224334601	0.7222222222222222	1,3
01-H. not owned,03-Vechicl.=2,06-Husb.:no college,12-Husb.Income=05	NO	41	29	0.019486692015209126	0.013783269961977186	0.7073170731707317	2

01-H. not owned,03-Vechicl.=2,08-Husb.:Latino,12-Husb.Income=04	NO	18	13	0.008555133079847909	0.006178707224334601	0.7222222222222222	2
01-H. not owned,03-Vechicl.=1,08-Husb.:Latino,12-Husb.Income=03	YES	13	10	0.006178707224334601	0.004752851711026616	0.7692307692307693	1

01-H. owned,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	YES	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	3
01-H. not owned,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	69	49	0.03279467680608365	0.02328897338403042	0.7101449275362319	3
01-H. not owned,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	25	19	0.01188212927756654	0.00903041825095057	0.76	1,2

01-H. not owned,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	14	12	0.006653992395437262	0.005703422053231939	0.8571428571428571	2,3
01-H. not owned,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	47	35	0.022338403041825095	0.016634980988593156	0.7446808510638298	1
01-H. not owned,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	50	40	0.02376425855513308	0.019011406844106463	0.8	1

02-Det. house,03-Vechicl.=1,07-Wife:no college,12-Husb.Income=04	YES	12	11	0.005703422053231939	0.005228136882129277	0.9166666666666666	2
02-Att. house,03-Vechicl.=2,07-Wife:no college,12-Husb.Income=04	NO	19	14	0.00903041825095057	0.006653992395437262	0.7368421052631579	1

02-Det. house,03-Vechicl.=1,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	YES	24	19	0.011406844106463879	0.00903041825095057	0.7916666666666666	2,3
02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	NO	185	143	0.0879277566539924	0.0679657794676806	0.772972972972973	1
02-Det. house,03-Vechicl.=3,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	NO	48	37	0.022813688212927757	0.01758555133079848	0.7708333333333334	1

02-Apart.,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=03	NO	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	2
02-Det. house,03-Vechicl.=1,06-Husb.:school,12-Husb.Income=04	YES	21	15	0.009980988593155894	0.007129277566539924	0.7142857142857143	1

02-Det. house,03-Vechicl.=1,07-Wife:no college,08-Husb.:West Europe	YES	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	2
02-Det. house,03-Vechicl.=3,07-Wife:no college,08-Husb.:West Europe	NO	19	15	0.00903041825095057	0.007129277566539924	0.7894736842105263	1

02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	197	155	0.09363117870722433	0.07366920152091255	0.7868020304568528	3
02-Det. house,03-Vechicl.=3,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	46	36	0.021863117870722433	0.017110266159695818	0.782608695652174	3
02-Det. house,03-Vechicl.=1,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	YES	22	16	0.010456273764258554	0.0076045627376425855	0.7272727272727273	1,2

02-Det. house,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=02	YES	14	12	0.006653992395437262	0.005703422053231939	0.8571428571428571	2
02-Apart.,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	17	14	0.008079847908745247	0.006653992395437262	0.8235294117647058	1,3
02-Apart.,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	50	35	0.02376425855513308	0.016634980988593156	0.7	2

02-Att. house,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	13	10	0.006178707224334601	0.004752851711026616	0.7692307692307693	2,3,4,5
02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	80	66	0.03802281368821293	0.03136882129277566	0.825	1
02-Det. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	1
02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	25	22	0.01188212927756654	0.010456273764258554	0.88	1
02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	24	19	0.011406844106463879	0.00903041825095057	0.7916666666666666	1

02-Apart.,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	14	13	0.006653992395437262	0.006178707224334601	0.9285714285714286	3,6
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	78	62	0.0370722433460076	0.029467680608365018	0.7948717948717948	3,6
02-Apart.,03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	27	19	0.012832699619771864	0.00903041825095057	0.7037037037037037	1,2,4,5,7
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	31	24	0.014733840304182509	0.011406844106463879	0.7741935483870968	3,6
02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	26	21	0.012357414448669201	0.009980988593155894	0.8076923076923077	3,6
02-Att. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	19	14	0.00903041825095057	0.006653992395437262	0.7368421052631579	1,2,4,5,7
02-Apart.,03-Vechicl.=1,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	3,6

02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	35	28	0.016634980988593156	0.013307984790874524	0.8	2,5
02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=05	NO	17	13	0.008079847908745247	0.006178707224334601	0.7647058823529411	1,3,4
02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	30	23	0.014258555133079848	0.010931558935361217	0.7666666666666667	2,5
02-Det. house,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=04	YES	13	10	0.006178707224334601	0.004752851711026616	0.7692307692307693	2,5
02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=06	NO	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	1,3,4

03-Vechicl.=1,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	14	12	0.006653992395437262	0.005703422053231939	0.8571428571428571	2
03-Vechicl.=2,10-Husb.work.class=GovernmWorker,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	NO	26	20	0.012357414448669201	0.009505703422053232	0.7692307692307693	1

01-H. owned,02-Att. house,03-Vechicl.=2,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	NO	23	17	0.010931558935361217	0.008079847908745247	0.7391304347826086	4
01-H. owned,02-Det. house,03-Vechicl.=3,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	NO	31	26	0.014733840304182509	0.012357414448669201	0.8387096774193549	4
01-H. not owned,02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	NO	173	134	0.08222433460076045	0.06368821292775666	0.7745664739884393	4
01-H. not owned,02-Det. house,03-Vechicl.=1,08-Husb.:West Europe,11-Wife.work.class=PrivateWorker	YES	17	15	0.008079847908745247	0.007129277566539924	0.8823529411764706	1,2,3

01-H. owned,02-Det. house,03-Vechicl.=3,09-Wife:West Europe,11-Wife.work.class=PrivateWorker	NO	27	19	0.012832699619771864	0.00903041825095057	0.7037037037037037	3
01-H. owned,02-Att. house,03-Vechicl.=2,09-Wife:West Europe,11-Wife.work.class=PrivateWorker	NO	23	19	0.010931558935361217	0.00903041825095057	0.8260869565217391	3
01-H. not owned,02-Det. house,03-Vechicl.=1,09-Wife:West Europe,11-Wife.work.class=PrivateWorker	YES	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	1,2,4
01-H. not owned,02-Apart.,03-Vechicl.=2,09-Wife:West Europe,11-Wife.work.class=PrivateWorker	NO	170	127	0.08079847908745247	0.060361216730038025	0.7470588235294118	3

01-H. not owned,02-Apart.,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=03	NO	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	2,3
01-H. not owned,02-Det. house,03-Vechicl.=2,06-Husb.:school,12-Husb.Income=04	YES	24	17	0.011406844106463879	0.008079847908745247	0.7083333333333334	1
01-H. not owned,02-Det. house,03-Vechicl.=1,06-Husb.:school,12-Husb.Income=04	YES	15	12	0.007129277566539924	0.005703422053231939	0.8	1

01-H. owned,02-Det. house,03-Vechicl.=3,07-Wife:no college,08-Husb.:West Europe	NO	15	13	0.007129277566539924	0.006178707224334601	0.8666666666666667	2
01-H. not owned,02-Det. house,03-Vechicl.=1,07-Wife:no college,08-Husb.:West Europe	YES	12	11	0.005703422053231939	0.005228136882129277	0.9166666666666666	1

01-H. owned,02-Det. house,03-Vechicl.=3,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	30	26	0.014258555133079848	0.012357414448669201	0.8666666666666667	2
01-H. not owned,02-Det. house,03-Vechicl.=1,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	YES	14	12	0.006653992395437262	0.005703422053231939	0.8571428571428571	1,3,4,5
01-H. not owned,02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	181	143	0.08602661596958175	0.0679657794676806	0.7900552486187845	2
01-H. owned,02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	16	12	0.0076045627376425855	0.005703422053231939	0.75	2
01-H. owned,02-Att. house,03-Vechicl.=2,08-Husb.:West Europe,10-Husb.work.class=PrivateWorker	NO	20	14	0.009505703422053232	0.006653992395437262	0.7	2

01-H. not owned,02-Det. house,03-Vechicl.=2,08-Husb.:Other American,12-Husb.Income=04	YES	13	11	0.006178707224334601	0.005228136882129277	0.8461538461538461	2
01-H. not owned,02-Apart.,03-Vechicl.=2,08-Husb.:Other American,12-Husb.Income=04	NO	25	18	0.01188212927756654	0.008555133079847909	0.72	1

01-H. not owned,02-Apart.,03-Vechicl.=2,08-Husb.:West Europe,09-Wife:West Europe	NO	150	123	0.07129277566539924	0.05846007604562738	0.82	2
01-H. not owned,02-Det. house,03-Vechicl.=1,08-Husb.:West Europe,09-Wife:West Europe	YES	11	10	0.005228136882129277	0.004752851711026616	0.9090909090909091	1,3,4
01-H. owned,02-Att. house,03-Vechicl.=2,08-Husb.:West Europe,09-Wife:West Europe	NO	20	16	0.009505703422053232	0.0076045627376425855	0.8	2
01-H. owned,02-Det. house,03-Vechicl.=3,08-Husb.:West Europe,09-Wife:West Europe	NO	27	23	0.012832699619771864	0.010931558935361217	0.8518518518518519	2

01-H. owned,02-Det. house,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	2
01-H. not owned,02-Apart.,03-Vechicl.=2,09-Wife:Mexico,12-Husb.Income=05	NO	16	13	0.0076045627376425855	0.006178707224334601	0.8125	1,3
01-H. not owned,02-Apart.,03-Vechicl.=1,09-Wife:Mexico,12-Husb.Income=04	YES	48	35	0.022813688212927757	0.016634980988593156	0.7291666666666666	2

01-H. not owned,02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	20	15	0.009505703422053232	0.007129277566539924	0.75	6
01-H. not owned,02-Apart.,03-Vechicl.=1,10-Husb.work.class=PrivateWorker,12-Husb.Income=06	NO	24	21	0.011406844106463879	0.009980988593155894	0.875	6
01-H. owned,02-Det. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=03	NO	15	12	0.007129277566539924	0.005703422053231939	0.8	6
01-H. not owned,02-Apart.,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	76	62	0.03612167300380228	0.029467680608365018	0.8157894736842105	6
01-H. owned,02-Att. house,03-Vechicl.=2,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	NO	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	6
01-H. not owned,02-Det. house,03-Vechicl.=3,10-Husb.work.class=PrivateWorker,12-Husb.Income=04	YES	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	1,2,3,4,5

01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	75	59	0.03564638783269962	0.028041825095057035	0.7866666666666666	2
01-H. not owned,02-Att. house,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=03	YES	19	14	0.00903041825095057	0.006653992395437262	0.7368421052631579	1,3,4,5,6,7,8
01-H. not owned,02-Det. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	28	20	0.013307984790874524	0.009505703422053232	0.7142857142857143	2
01-H. not owned,02-Apart.,03-Vechicl.=1,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	13	12	0.006178707224334601	0.005703422053231939	0.9230769230769231	2
01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	23	18	0.010931558935361217	0.008555133079847909	0.782608695652174	2
01-H. owned,02-Att. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	NO	18	13	0.008555133079847909	0.006178707224334601	0.7222222222222222	2
01-H. not owned,02-Apart.,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	31	24	0.014733840304182509	0.011406844106463879	0.7741935483870968	2
01-H. owned,02-Det. house,03-Vechicl.=2,11-Wife.work.class=PrivateWorker,12-Husb.Income=06	NO	15	11	0.007129277566539924	0.005228136882129277	0.7333333333333333	2

01-H. owned,02-Det. house,06-Husb.:school,08-Husb.:West Europe,12-Husb.Income=04	NO	16	12	0.0076045627376425855	0.005703422053231939	0.75	2
01-H. not owned,02-Det. house,06-Husb.:school,08-Husb.:West Europe,12-Husb.Income=04	YES	19	15	0.00903041825095057	0.007129277566539924	0.7894736842105263	1

01-H. not owned,02-Det. house,06-Husb.:school,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	14	11	0.006653992395437262	0.005228136882129277	0.7857142857142857	2
01-H. not owned,02-Det. house,06-Husb.:school,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	39	29	0.0185361216730038	0.013783269961977186	0.7435897435897436	1

01-H. not owned,02-Det. house,07-Wife:college,08-Husb.:West Europe,09-Wife:West Europe	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	2,3
01-H. not owned,02-Apart.,07-Wife:college,08-Husb.:West Europe,09-Wife:West Europe	NO	24	18	0.011406844106463879	0.008555133079847909	0.75	1
01-H. owned,02-Det. house,07-Wife:college,08-Husb.:West Europe,09-Wife:West Europe	NO	23	19	0.010931558935361217	0.00903041825095057	0.8260869565217391	1

01-H. not owned,02-Det. house,07-Wife:college,09-Wife:West Europe,10-Husb.work.class=PrivateWorker	YES	18	13	0.008555133079847909	0.006178707224334601	0.7222222222222222	2,3
01-H. owned,02-Det. house,07-Wife:college,09-Wife:West Europe,10-Husb.work.class=PrivateWorker	NO	16	13	0.0076045627376425855	0.006178707224334601	0.8125	1
01-H. not owned,02-Apart.,07-Wife:college,09-Wife:West Europe,10-Husb.work.class=PrivateWorker	NO	23	17	0.010931558935361217	0.008079847908745247	0.7391304347826086	1

01-H. not owned,02-Det. house,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=04	YES	32	23	0.015209125475285171	0.010931558935361217	0.71875	2
01-H. not owned,02-Apart.,07-Wife:no college,11-Wife.work.class=PrivateWorker,12-Husb.Income=02	NO	19	15	0.00903041825095057	0.007129277566539924	0.7894736842105263	1

01-H. not owned,02-Apart.,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	NO	19	14	0.00903041825095057	0.006653992395437262	0.7368421052631579	2,3,4
01-H. not owned,02-Det. house,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=03	YES	37	27	0.01758555133079848	0.012832699619771864	0.7297297297297297	1
01-H. owned,02-Det. house,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=05	YES	14	11	0.006653992395437262	0.005228136882129277	0.7857142857142857	1
01-H. not owned,02-Det. house,09-Wife:Mexico,10-Husb.work.class=PrivateWorker,12-Husb.Income=02	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	1

01-H. not owned,02-Apart.,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	NO	17	12	0.008079847908745247	0.005703422053231939	0.7058823529411765	2
01-H. owned,02-Det. house,09-Wife:Mexico,11-Wife.work.class=PrivateWorker,12-Husb.Income=05	YES	14	10	0.006653992395437262	0.004752851711026616	0.7142857142857143	1

01-H. not owned,02-Apart.,10-Husb.work.class=PrivateWorker,11-Wife.work.class=NoWork,12-Husb.Income=03	YES	34	28	0.016159695817490494	0.013307984790874524	0.8235294117647058	3,4
